,sent_no,sent_raw,jockers_rinker,jockers,huliu,lmcd,nrc,senticnet,sentiword,sent_clean,char_len,token_len,jockers_rinker_stdscaler,jockers_rinker_medianiqr,jockers_rinker_lnorm_stdscaler,jockers_rinker_lnorm_medianiqr,jockers_stdscaler,jockers_medianiqr,jockers_lnorm_stdscaler,jockers_lnorm_medianiqr,huliu_stdscaler,huliu_medianiqr,huliu_lnorm_stdscaler,huliu_lnorm_medianiqr,senticnet_stdscaler,senticnet_medianiqr,senticnet_lnorm_stdscaler,senticnet_lnorm_medianiqr,sentiword_stdscaler,sentiword_medianiqr,sentiword_lnorm_stdscaler,sentiword_lnorm_medianiqr,nrc_stdscaler,nrc_medianiqr,nrc_lnorm_stdscaler,nrc_lnorm_medianiqr,lmcd_stdscaler,lmcd_medianiqr,lmcd_lnorm_stdscaler,lmcd_lnorm_medianiqr,jockers_rinker_stdscaler_roll10,jockers_stdscaler_roll10,huliu_stdscaler_roll10,senticnet_stdscaler_roll10,sentiword_stdscaler_roll10,nrc_stdscaler_roll10,lmcd_stdscaler_roll10,lmcd_stdscaler_roll10_mean,mean_stdscaler_roll10,jockers_rinker_roll100,jockers_roll100,huliu_roll100,senticnet_roll100,sentiword_roll100,nrc_roll100,lmcd_roll100
16,17,happy the mother who bears  happier still the biographer who records the life of such a one,0.303169531295416,0.303169531295416,0.48507125007266605,0.24253562503633302,0.24253562503633302,0.200819497530084,0.277183571470095,happy the mother who bears  happier still the biographer who records the life of such a one,91,17,1.124344334850031,1.0920690503549115,0.3149214567601251,1.746906053072275,1.1620015310716307,1.1829852668983798,0.31773925198613967,1.9315563876385302,1.5910145989386506,1.4680291192731443,0.564154168832285,3.887370494246766,0.30959585597441425,0.31224751407929613,0.14204766315354714,0.5102509487426408,1.6749780578919256,1.4814852657044062,0.6263344890054027,2.0183231377344897,0.5617026118795181,0.9996780806493626,0.17274970572585735,1.8546089181455063,1.5716820176329938,0.24253562503633302,0.6393564477528775,0.014266801472725472,,,,,,,,,,,,,,,,
17,18,never need she vex herself  nor he invoke the help of novelist or poet,-0.26726124191242395,-0.26726124191242395,-0.26726124191242395,0.0,0.0,0.0865926423796255,-0.0389755977788952,never need she vex herself  nor he invoke the help of novelist or poet,70,14,-1.0534062311712915,-0.9627211857499355,-0.4053694821475118,-1.8699968079880507,-1.138418571736757,-1.042869018678797,-0.4211880595116007,-2.0676580019747295,-0.7951371854034971,-0.8088446501864767,-0.3747388966562437,-2.6008018587074884,-0.04170466647091928,0.02774010159417432,0.01840489802728351,0.1744481258384559,-0.270815747369733,-0.20831600345291137,-0.1318783094168488,-0.34461714734450755,-0.15965231473622332,0.0,-0.06270037653059339,0.0,0.13087993131482922,0.0,0.07599475870963429,0.0,,,,,,,,,,,,,,,,
18,19,from deed to deed  from glory to glory  from office to office he must go  his scribe following after  till they reach whatever seat it may be that is the height of their desire,0.497345896913276,0.497345896913276,0.342997170285018,0.0,0.514495755427526,-0.1053001312775,0.053593307857034,from deed to deed  from glory to glory  from office to office he must go  his scribe following after  till they reach whatever seat it may be that is the height of their desire,176,34,1.8656572337917285,1.7915258799893963,0.25238628099878013,1.432888974818952,1.9450715124571607,1.9406728179008863,0.25358607886772183,1.584347279134342,1.1404022399010143,1.0380533452173561,0.2005052092891174,1.3743930187331956,-0.6318638856005876,-0.45021157129281913,-0.18552895902093372,-0.3794182068385646,0.2988972980374337,0.28644445090831144,0.04131112509413301,0.19512089533641344,1.3705725660207204,2.1206374494921474,0.1870321481611064,1.9671098137045988,0.13087993131482922,0.0,0.07599475870963429,0.0,,,,,,,,,,,,,,,,
19,20,orlando  to look at  was cut out precisely for some such career,0.158771324027147,0.158771324027147,0.288675134594813,-0.288675134594813,0.288675134594813,0.285788383248865,0.14433756729740602,orlando  to look at  was cut out precisely for some such career,63,12,0.5730709948046815,0.5719217505566663,0.22513655508115188,1.2960559170769639,0.5796757618263806,0.6195350051421991,0.2256313100046009,1.4330507819604819,0.9681105686357389,0.8736520738588297,0.4758841302142996,3.277384921653979,0.5709145616788478,0.5238814401446884,0.405752505089155,1.2264499939924707,0.8573806034609617,0.7714525724039726,0.4564600821822507,1.488916248109842,0.6989317819309597,1.1898549107567518,0.3343086302165245,3.1271870344701127,-1.5840175652079027,-0.288675134594813,-0.873929159188292,-0.024056261216234415,,,,,,,,,,,,,,,,
20,21,the red of the cheeks was covered with peach down  the down on the lips was only a little thicker than the down on the cheeks,0.0782503379201354,0.0784464540552736,0.195920019003046,0.0,0.0,-0.12041530697484501,-0.0453518562507051,the red of the cheeks was covered with peach down  the down on the lips was only a little thicker than the down on the cheeks,125,26,0.26566362601034754,0.28187124166882027,0.025743140850107222,0.2948124313508023,0.2557434736020892,0.3061026581110544,0.021229862654436313,0.3267914831349098,0.6739217798567702,0.592936177730453,0.1501778430375566,1.0266083366294068,-0.6783500565832,-0.4878592813803043,-0.21923788793395962,-0.4709686786717616,-0.3100582727871245,-0.2423957035094799,-0.09058253283427917,-0.2159204881828228,-0.15965231473622332,0.0,-0.06270037653059339,0.0,0.13087993131482922,0.0,0.07599475870963429,0.0,,,,,,,,,,,,,,,,
21,22,the lips themselves were short and slightly drawn back over teeth of an exquisite and almond whiteness,0.2182820625327,0.2182820625327,0.24253562503633302,0.0,0.48507125007266605,0.174916692776203,0.0582085500087199,the lips themselves were short and slightly drawn back over teeth of an exquisite and almond whiteness,102,17,0.800266915066849,0.7862897162555379,0.21751254591673175,1.2577723582120406,0.8196692993792135,0.8517493921668353,0.21781004183309957,1.3907205990997447,0.821771185139033,0.7340145596365721,0.2828865790177873,1.943685247123383,0.22993272569868475,0.24773081223254648,0.10857163873451452,0.4193330249317251,0.3273016919693411,0.311111905797925,0.1147043090995233,0.4238478589242425,1.2830575384952596,1.9993561612987252,0.4081997879823081,3.7092178362910126,0.13087993131482922,0.0,0.07599475870963429,0.0,,,,,,,,,,,,,,,,
22,23,nothing disturbed the arrowy nose in its short  tense flight  the hair was dark  the ears small  and fitted closely to the head,-0.302345900382758,-0.302345900382758,-0.625543242171224,-0.41702882811415004,-0.41702882811415004,-0.28649880491442103,-0.779322622538317,nothing disturbed the arrowy nose in its short  tense flight  the hair was dark  the ears small  and fitted closely to the head,127,23,-1.1873499776013179,-1.0891021894543913,-0.28940426596780566,-1.2876836071306923,-1.2799071755009792,-1.1797714108394506,-0.30222242938875327,-1.4237935075194381,-1.9314901188776938,-1.8931563038096384,-0.5345757818976604,-3.705346452682182,-1.1891337905735107,-0.9015272073074165,-0.39115794931768366,-0.9378883716077802,-4.827263241657877,-4.165308125576255,-1.3671588359473374,-4.1943201932260195,-1.3999888618140648,-1.7189003817569217,-0.3619340541931127,-2.357023798351982,-2.3465128455676414,-0.41702882811415004,-0.6399820141630357,-0.018131688178876088,,,,,,,,,,,,,,,,
23,24,but  alas  that these catalogues of youthful beauty cannot end without mentioning forehead and eyes,-0.49057789051960604,-0.49057789051960604,-0.516397779494322,0.0,-0.258198889747161,-0.39136496713425895,-0.508329064189723,but  alas  that these catalogues of youthful beauty cannot end without mentioning forehead and eyes,99,15,-1.9059688570818665,-1.767146351203804,-0.6709675968716161,-3.2036836963650055,-2.0390048161618637,-1.9142636605697563,-0.6936580993951887,-3.5423173998420068,-1.5853165276877754,-1.5628363406656067,-0.6770940313785604,-4.690211502880712,-1.5116458436817002,-1.1627197301262624,-0.6907126330449596,-1.7514524188617053,-3.159440074127865,-2.716907119466974,-1.3673579129672595,-4.194940608907721,-0.9275932765554514,-1.0642385855256162,-0.34677689709578613,-2.237632891977966,0.13087993131482922,0.0,0.07599475870963429,0.0,,,,,,,,,,,,,,,,
24,25,alas  that people are seldom born devoid of all three  for directly we glance at orlando standing by the window  we must admit that he had eyes like drenched violets  so large that the water seemed to have brimmed in them and widened them  and a brow like the swelling of a marble dome pressed between the two blank medallions which were his temples,0.04375,0.04375,0.1,0.0,0.0,0.391675,-0.258333333333333,alas  that people are seldom born devoid of all three  for directly we glance at orlando standing by the window  we must admit that he had eyes like drenched violets  so large that the water seemed to have brimmed in them and widened them  and a brow like the swelling of a marble dome pressed between the two blank medallions which were his temples,349,64,0.1339506575619806,0.1575950615778446,-0.019632231473603535,0.06696239865678856,0.11582041167457746,0.1707150623140033,-0.025470476256606266,0.07404041484065223,0.3696949560300691,0.302641956012282,0.032423413721660396,0.2128723950099313,0.8965649854399296,0.7876156321522344,0.01697096533230793,0.17055369136559628,-1.6208475177338102,-1.3807348860678372,-0.18162723974787842,-0.4996577268010841,-0.15965231473622332,0.0,-0.06270037653059339,0.0,0.13087993131482922,0.0,0.07599475870963429,0.0,,,,,,,,,,,,,,,,
25,26,directly we glance at eyes and forehead  thus do we rhapsodize,-0.30151134457776396,0.0,-0.30151134457776396,0.0,0.0,0.544227976962863,0.138192699598142,directly we glance at eyes and forehead  thus do we rhapsodize,62,11,-1.1841638690285254,-1.0860959752034614,-0.5676734366469403,-2.68499753294603,-0.06061358211558035,0.0,-0.03915078427471961,0.0,-0.9037672717808146,-0.9124998308290764,-0.5387669572972607,-3.7343093552252085,1.3657360961831424,1.167582783357065,0.9695010240515427,2.7575411490819097,0.8195621668431582,0.7386096051679265,0.4777040712690725,1.5551223023118896,-0.15965231473622332,0.0,-0.06270037653059339,0.0,0.13087993131482922,0.0,0.07599475870963429,0.0,,,,,,,,,,,,,,,,
26,27,directly we glance at eyes and forehead  we have to admit a thousand disagreeables which it is the aim of every good biographer to ignore,0.12,0.12,0.0,0.0,0.0,0.5364,0.0354166666666667,directly we glance at eyes and forehead  we have to admit a thousand disagreeables which it is the aim of every good biographer to ignore,137,25,0.4250525553879298,0.4322607403278023,0.060669008970714956,0.4701908312540673,0.42331965799456683,0.46824702806126617,0.05690842996903855,0.5198906386068197,0.05252777133941538,0.0,0.0016189892032896316,0.0,1.341661438843399,1.1480854640291036,0.35390921667638725,1.0856482044185713,0.187029608377525,0.18929429889639743,0.03497151295485071,0.17536374411599379,-0.15965231473622332,0.0,-0.06270037653059339,0.0,0.13087993131482922,0.0,0.07599475870963429,0.0,,,,,,,,,,,,,,,,
27,28,sights disturbed him  like that of his mother  a very beautiful lady in green walking out to feed the peacocks with twitchett  her maid  behind her  sights exalted him  the birds and the trees  and made him in love with death  the evening sky  the homing rooks  and so  mounting up the spiral stairway into his brain  which was a roomy one  all these sights  and the garden sounds too  the hammer beating  the wood chopping  began that riot and confusion of the passions and emotions which every good biographer detests  but to continue  orlando slowly drew in his head  sat down at the table  and  with the half conscious air of one doing what they do every day of their lives at this hour  took out a writing book labelled  aethelbert  a tragedy in five acts   and dipped an old stained goose quill in the ink,0.25457022940768304,0.25457022940768304,0.0452807568264435,-0.20207259421636897,0.400021257938526,-0.24778240477143001,-0.0644364139720564,sights disturbed him  like that of his mother  a very beautiful lady in green walking out to feed the peacocks with twitchett  her maid  behind her  sights exalted him  the birds and the trees  and made him in love with death  the evening sky  the homing rooks  and so  mounting up the spiral stairway into his brain  which was a roomy one  all these sights  and the garden sounds too  the hammer beating  the wood chopping  began that riot and confusion of the passions and emotions which every good biographer detests  but to continue  orlando slowly drew in his head  sat down at the table  and  with the half conscious air of one doing what they do every day of their lives at this hour  took out a writing book labelled  aethelbert  a tragedy in five acts   and dipped an old stained goose quill in the ink,811,147,0.9388053314069449,0.9170059652431962,0.0008151853979427564,0.16963802122695168,0.9660113841581157,0.9933479446085194,-0.00449401527421608,0.18756898970669636,0.19614347297246723,0.13703856815671353,0.007691795323757139,0.04196581509009991,-1.070062915519478,-0.8050953935197394,-0.15451858024859533,-0.29519675869766343,-0.4275137123322565,-0.3443984698232028,-0.03870968263411998,-0.05426079621391565,1.0300999335025858,1.6487989477629252,-0.017790902881065253,0.35374593859312015,-1.0695483162510824,-0.20207259421636897,0.02171339197260996,-0.0013746434980705373,,,,,,,,,,,,,,,,
28,29,soon he had covered ten pages and more with poetry,0.0,0.0,0.0,0.0,0.0,0.00436394317103237,-0.110679718105893,soon he had covered ten pages and more with poetry,50,10,-0.03307502151848205,0.0,-0.032967510537710326,0.0,-0.06061358211558035,0.0,-0.03915078427471961,0.0,0.05252777133941538,0.0,0.0016189892032896316,0.0,-0.2945960286110158,-0.17706877993407033,-0.10789784540372375,-0.16857896306046502,-0.7121169864748029,-0.5915587663314608,-0.46091976445363414,-1.3700618657472088,-0.15965231473622332,0.0,-0.06270037653059339,0.0,0.13087993131482922,0.0,0.07599475870963429,0.0,,,,,,,,,,,,,,,,
29,30,he was fluent  evidently  but he was abstract,0.00017677669529663701,0.00017677669529663701,0.00035355339059327403,0.0,0.0,0.0966919025797921,0.000265165042944956,he was fluent  evidently  but he was abstract,45,8,-0.032400135859567296,0.0006367802098468888,-0.03253644922318485,0.002164551596559186,-0.059900681124489805,0.0006897930183595192,-0.03870856994016745,0.0023933476304315573,0.053649126674738416,0.0010700008968392279,0.0024902699019891967,0.006020940561557756,-0.010644760462330795,0.05289455746865911,0.14805821465935995,0.5265750754378161,-0.029309440929682015,0.0014172488723604288,-0.019982101862387674,0.004102970712309328,-0.15965231473622332,0.0,-0.06270037653059339,0.0,0.13087993131482922,0.0,0.07599475870963429,0.0,,,,,,,,,,,,,,,,
