,sent_no,sent_raw,syuzhet,bing,afinn,nrc,char_len,token_len,sent_clean,syuzhet_stdscaler,syuzhet_medianiqr,syuzhet_lnorm_stdscaler,syuzhet_lnorm_medianiqr,bing_stdscaler,bing_medianiqr,bing_lnorm_stdscaler,bing_lnorm_medianiqr,afinn_stdscaler,afinn_medianiqr,afinn_lnorm_stdscaler,afinn_lnorm_medianiqr,nrc_stdscaler,nrc_medianiqr,nrc_lnorm_stdscaler,nrc_lnorm_medianiqr,syuzhet_roll10,bing_roll10,afinn_roll10,nrc_roll10,mean_roll10,syuzhet_roll10_stdscale,bing_roll10_stdscale,afinn_roll10_stdscale,nrc_roll10_stdscale,syuzhet_roll100,syuzhet_stdscaler_roll10,bing_roll100,bing_stdscaler_roll10,afinn_roll100,afinn_stdscaler_roll10,nrc_roll100,nrc_stdscaler_roll10
10,11,"10,""There, Margaret, the sun is for ever visible, its broad disk just skirting the horizon and diffusing a perpetual splendour.""",0.45,0,0,2,128,20,margaret the sun is for ever visible its broad disk just skirting the horizon and diffusing a perpetual splendour,0.2847950948005535,0.2748091603053435,0.25499086572836643,0.26857998835730085,0.13684250523714162,0.0,0.11154909885631208,0.0,-0.010947724594408903,0.0,-0.0038565088338550456,0.0,0.9772246624571025,1.0,0.7908251673169853,0.9773021686424365,,,,,,,,,,,,,,,,,
11,12,"11,""Therefor with your leave, my sister, I will put some trust in preceding navigatorsthere snow and frost are banished; and, sailing over a calm sea, we may be wafted to a land surpassing in wonders and in beauty every region hitherto discovered on the habitable globe.""",0.65,3,5,2,271,46,with your leave my sister i will put some trust in preceding navigatorsthere snow and frost are banished and sailing over a calm sea we may be wafted to a land surpassing in wonders and in beauty every region hitherto discovered on the habitable globe,0.41899430530097226,0.39694656488549623,0.1645678971991454,0.1687210808553326,1.8957867696821762,1.5,0.7180738290616039,0.7514926218167374,1.426269560159592,1.25,0.42629140306216146,0.6430737819954204,0.9772246624571025,1.0,0.3054302481053224,0.42503404465410033,,,,,,,,,,,,,,,,,
12,13,"12,""Its productions and features may be without example, as the phenomena of the heavenly bodies undoubtedly are in those undiscovered solitudes.""",0.75,1,4,1,146,21,productions and features may be without example as the phenomena of the heavenly bodies undoubtedly are in those undiscovered solitudes,0.4860939105511816,0.4580152671755725,0.39783246636794106,0.42632758742103677,0.7231572600521531,0.5,0.55429386859684,0.5485669606502949,1.1388261032087919,1.0,0.7497315131113412,1.126618741917536,0.4435721928757031,0.5,0.34090225942810565,0.46539306031735256,,,,,,,,,,,,,,,,,
13,14,"13,What may not be expected in a country of eternal light?",0.0,0,0,0,58,11,may not be expected in a country of eternal light,-0.017153128825388705,0.0,0.01178972882095447,0.0,0.13684250523714162,0.0,0.11154909885631208,0.0,-0.010947724594408903,0.0,-0.0038565088338550456,0.0,-0.09008027670569631,0.0,-0.06813714933411515,0.0,,,,,,,,,,,,,,,,,
14,15,"14,I may there discover the wondrous power which attracts the needle and may regulate a thousand celestial observations that require only this voyage to render their seeming eccentricities consistent for ever.",2.75,2,1,5,209,31,may there discover the wondrous power which attracts the needle and may regulate a thousand celestial observations that require only this voyage to render their seeming eccentricities consistent for ever,1.828086015555369,1.6793893129770994,0.9708173228710898,1.0591053286990844,1.3094720148671646,1.0,0.711488964206102,0.7433338821839856,0.27649573235639124,0.25,0.12378686702126085,0.19082763437348785,2.578182071201301,2.5,1.3175316636446432,1.5765733952382421,,,,,,,,,,,,,,,,,
15,16,"15,""I shall satiate my ardent curiosity with the sight of a part of the world never before visited, and may tread a land never before imprinted by the foot of man.""",1.25,1,1,3,164,31,shall satiate my ardent curiosity with the sight of a part of the world never before visited and may tread a land never before imprinted by the foot of man,0.8215919368022284,0.7633587786259542,0.4477113624801069,0.4814115130450384,0.7231572600521531,0.5,0.411519031531207,0.3716669410919928,0.27649573235639124,0.25,0.12378686702126085,0.19082763437348785,1.510877132038502,1.5,0.76326413845314,0.9459440371429453,,,,,,,,,,,,,,,,,
16,17,"16,""These are my enticements, and they are sufficient to conquer all fear of danger or death and to induce me to commence this laborious voyage with the joy a child feels when he embarks in a little boat, with his holiday mates, on an expedition of discovery up his native river.""",1.3,-1,-3,1,280,51,are my enticements and they are sufficient to conquer all fear of danger or death and to induce me to commence this laborious voyage with the joy a child feels when he embarks in a little boat with his holiday mates on an expedition of discovery up his native river,0.8551417394273333,0.7938931297709925,0.2873954346465011,0.30436608234282897,-0.44947224957786985,-0.5,-0.07080862731989834,-0.225943772657571,-0.8732780954468095,-0.75,-0.23664739798895074,-0.34802381544335576,0.4435721928757031,0.5,0.1003380119694383,0.19168610463178942,,,,,,,,,,,,,,,,,
17,18,"17,""But supposing all these conjectures to be false, you cannot contest the inestimable benefit which I shall confer on all mankind, to the last generation, by discovering a passage near the pole to those countries, to reach which at present so many months are requisite; or by ascertaining the secret of the magnet, which, if at all possible, can only be effected by an undertaking such as mine.""",1.0,1,2,3,397,68,supposing all these conjectures to be false you cannot contest the inestimable benefit which i shall confer on all mankind to the last generation by discovering a passage near the pole to those countries to reach which at present so many months are requisite or by ascertaining the secret of the magnet which if at all possible can only be effected by an undertaking such as mine,0.653842923676705,0.6106870229007634,0.17080081377634712,0.17560442310867977,0.7231572600521531,0.5,0.24832409683085244,0.16946613502812372,0.5639391893071914,0.5,0.11254464056379658,0.17402043646292772,1.510877132038502,1.5,0.31095054268592276,0.43131487416266334,,,,,,,,,,,,,,,,,
18,19,"18,""These reflections have dispelled the agitation with which I began my letter, and I feel my heart glow with an enthusiasm which elevates me to heaven, for nothing contributes so much to tranquillise the mind as a steady purposea point on which the soul may fix its intellectual eye.""",2.2,4,2,2,286,49,reflections have dispelled the agitation with which i began my letter and i feel my heart glow with an enthusiasm which elevates me to heaven for nothing contributes so much to tranquillise the mind as a steady purposea point on which the soul may fix its intellectual eye,1.4590381866792175,1.3435114503816796,0.49723262931464474,0.5361004895810424,2.4821015244971876,2.0,0.8707466187296842,0.9406563430534745,0.5639391893071914,0.5,0.15767057075264337,0.24148398049058797,0.9772246624571025,1.0,0.2825634414879318,0.3990168617534208,,,,,,,,,,,,,,,,,
19,20,"19,This expedition has been the favourite dream of my early years.",0.85,0,3,1,66,11,expedition has been the favourite dream of my early years,0.553193515801391,0.5190839694656488,0.846684579378976,0.9220189185538706,0.13684250523714162,0.0,0.11154909885631208,0.0,0.8513826462579915,0.75,1.0746778468247673,1.6124155155100433,0.4435721928757031,0.5,0.7124185253338468,0.8880933875810697,,,,,,,,,,,,,,,,,
20,21,"20,I have read with ardour the accounts of the various voyages which have been made in the prospect of arriving at the North Pacific Ocean through the seas which surround the pole.",0.6,0,1,2,180,32,have read with ardour the accounts of the various voyages which have been made in the prospect of arriving at the north pacific ocean through the seas which surround the pole,0.38544450267586755,0.366412213740458,0.21449533121676054,0.22385860947743794,0.13684250523714162,0.0,0.11154909885631208,0.0,0.27649573235639124,0.25,0.11979925765371584,0.1848661337682555,0.9772246624571025,1.0,0.46881492677299264,0.6109283472207172,,,,,,,,,,,,,,,,,
21,22,"21,You may remember that a history of all the voyages made for purposes of discovery composed the whole of our good Uncle Thomas library.",2.75,1,3,4,137,24,may remember that a history of all the voyages made for purposes of discovery composed the whole of our good uncle thomas library,1.828086015555369,1.6793893129770994,1.2504172045183597,1.3678823924597503,0.7231572600521531,0.5,0.49897382239852334,0.48002464986516846,0.8513826462579915,0.75,0.4907150553394657,0.7393875395987328,2.0445296016199013,2.0,1.363585962385045,1.6289726276164227,,,,,,,,,,,,,,,,,
22,23,"22,""My education was neglected, yet I was passionately fond of reading.""",0.85,1,0,0,72,11,education was neglected yet i was passionately fond of reading,0.553193515801391,0.5190839694656488,0.846684579378976,0.9220189185538706,0.7231572600521531,0.5,0.9564235413856936,1.0468112482527425,-0.010947724594408903,0.0,-0.0038565088338550456,0.0,-0.09008027670569631,0.0,-0.06813714933411515,0.0,,,,,,,,,,,,,,,,,
23,24,"23,""These volumes were my study day and night, and my familiarity with them increased that regret which I had felt, as a child, on learning that my fathers dying injunction had forbidden my uncle to allow me to embark in a seafaring life.""",0.55,-3,-5,1,239,43,volumes were my study day and night and my familiarity with them increased that regret which i had felt as a child on learning that my fathers dying injunction had forbidden my uncle to allow me to embark in a seafaring life,0.3518947000507629,0.3358778625954199,0.15008057137614955,0.15272195416395543,-1.6221017592078926,-1.5,-0.5372814716330039,-0.8039101494951892,-1.4481650093484097,-1.25,-0.4640077626431022,-0.6879289632552731,0.4435721928757031,0.5,0.13167494036814617,0.22734034404249193,,,,,,,,,,,,,,,,,
24,25,"24,""These visions faded when I perused, for the first time, those poets whose effusions entranced my soul and lifted it to heaven.""",1.4,2,3,0,131,22,visions faded when i perused for the first time those poets whose effusions entranced my soul and lifted it to heaven,0.9222413446775424,0.8549618320610687,0.699662579477145,0.7596546815933591,1.3094720148671646,1.0,0.9568074007416816,1.047286855362353,0.8513826462579915,0.75,0.5356556790717074,0.8065740493305575,-0.09008027670569631,0.0,-0.06813714933411515,0.0,,,,,,,,,,,,,,,,,
25,26,"25,I also became a poet and for one year lived in a paradise of my own creation; I imagined that I also might obtain a niche in the temple where the names of Homer and Shakespeare are consecrated.",0.5,1,3,0,196,38,also became a poet and for one year lived in a paradise of my own creation i imagined that i also might obtain a niche in the temple where the names of homer and shakespeare are consecrated,0.3183448974256582,0.3053435114503817,0.1540462914073298,0.15710151033440295,0.7231572600521531,0.5,0.35627595000728524,0.30321999061464605,0.8513826462579915,0.75,0.3085524166015943,0.46705327086991777,-0.09008027670569631,0.0,-0.06813714933411515,0.0,,,,,,,,,,,,,,,,,
26,27,"26,You are well acquainted with my failure and how heavily I bore the disappointment.",-1.7,-2,-6,-4,85,14,are well acquainted with my failure and how heavily i bore the disappointment,-1.157846418078948,-1.0381679389312977,-1.300443291113923,-1.4491689212388459,-1.0357870043928812,-1.0,-1.2163691898301252,-1.6453093280888933,-1.73560846629921,-1.5,-1.6990261384985847,-2.534289054356256,-2.224690155031294,-2.0,-2.521789676984154,-2.7916939892270034,,,,,,,,,,,,,,,,,
27,28,"27,""But just at that time I inherited the fortune of my cousin, and my thoughts were turned into the channel of their earlier bent.""",0.1,0,2,1,132,24,just at that time i inherited the fortune of my cousin and my thoughts were turned into the channel of their earlier bent,0.049946476424820675,0.06106870229007634,0.05683072793722375,0.04974117790762729,0.13684250523714162,0.0,0.11154909885631208,0.0,0.5639391893071914,0.5,0.3258578672816921,0.4929250263991552,0.4435721928757031,0.5,0.2897936285956749,0.4072431569041057,,,,,,,,,,,,,,,,,
28,29,"28,Six years have passed since I resolved on my present undertaking.",0.85,0,2,1,68,11,years have passed since i resolved on my present undertaking,0.553193515801391,0.5190839694656488,0.846684579378976,0.9220189185538706,0.13684250523714162,0.0,0.11154909885631208,0.0,0.5639391893071914,0.5,0.7151663949385597,1.0749436770066954,0.4435721928757031,0.5,0.7124185253338468,0.8880933875810697,,,,,,,,,,,,,,,,,
29,30,"29,""I can, even now, remember the hour from which I dedicated myself to this great enterprise.""",1.0,2,5,0,95,16,can even now remember the hour from which i dedicated myself to this great enterprise,0.653842923676705,0.6106870229007634,0.6872640503585092,0.7459623245235047,1.3094720148671646,1.0,1.2735812802739874,1.4397741215818483,1.426269560159592,1.25,1.232314973135896,1.8480839918556708,-0.09008027670569631,0.0,-0.06813714933411515,0.0,,,,,,,,,,,,,,,,,
30,31,"30,I commenced by inuring my body to hardship.",-0.75,-1,-2,-1,46,8,commenced by inuring my body to hardship,-0.520400168201959,-0.4580152671755725,-1.000789286892178,-1.1182450201892615,-0.44947224957786985,-0.5,-1.0497577191522387,-1.438875386175118,-0.5858346384960093,-0.5,-0.9921763803112943,-1.4775443050990906,-0.6237327462870956,-0.5,-1.1410357733159204,-1.2207126338661145,,,,,,,,,,,,,,,,,
31,32,"31,""I accompanied the whale-fishers on several expeditions to the North Sea; I voluntarily endured cold, famine, thirst, and want of sleep; I often worked harder than the common sailors during the day and devoted my nights to the study of mathematics, the theory of medicine, and those branches of physical science from which a naval adventurer might derive the greatest practical advantage.""",2.3,0,7,1,392,62,accompanied the whale fishers on several expeditions to the north sea i voluntarily endured cold famine thirst and want of sleep i often worked harder than the common sailors during the day and devoted my nights to the study of mathematics the theory of medicine and those branches of physical science from which a naval adventurer might derive the greatest practical advantage,1.5261377919294268,1.4045801526717556,0.4129023065016089,0.4429700157382522,0.13684250523714162,0.0,0.11154909885631208,0.0,2.0011564740611925,1.75,0.4429673517833036,0.6680044282124337,0.4435721928757031,0.5,0.07045207785656796,0.157682764026247,,,,,,,,,,,,,,,,,
32,33,"32,""Twice I actually hired myself as an under-mate in a Greenland whaler, and acquitted myself to admiration.""",0.5,1,2,2,110,17,i actually hired myself as an under mate in a greenland whaler and acquitted myself to admiration,0.3183448974256582,0.3053435114503817,0.32967167731643515,0.3510539922287275,0.7231572600521531,0.5,0.6584078650084867,0.6775656580401349,0.5639391893071914,0.5,0.46154279572430407,0.6957748315016882,0.9772246624571025,1.0,0.9423176393894896,1.1496658668157056,,,,,,,,,,,,,,,,,
33,34,"33,""I must own I felt a little proud when my captain offered me the second dignity in the vessel and entreated me to remain with the greatest earnestness, so valuable did he consider my services.""",3.0,5,7,5,196,35,must own i felt a little proud when my captain offered me the second dignity in the vessel and entreated me to remain with the greatest earnestness so valuable did he consider my services,1.9958350286808924,1.83206106870229,0.9384687252062377,1.0233810467541828,3.068416279312199,2.5,1.4400363328249628,1.646014259249171,2.0011564740611925,1.75,0.7875615887631174,1.1831749384019712,2.578182071201301,2.5,1.1592147469946852,1.3964450438828304,,,,,,,,,,,,,,,,,
34,35,"34,""And now, dear Margaret, do I not deserve to accomplish some great purpose?""",2.0,2,7,3,79,13,now dear margaret do i not deserve to accomplish some great purpose,1.3248389761787986,1.2213740458015268,1.6742561220286798,1.8359503175436298,1.3094720148671646,1.0,1.541536433560154,1.7717743033455335,2.0011564740611925,1.75,2.1258550666365528,3.183931944154728,1.510877132038502,1.5,1.9135503167906183,2.2547059640125084,,,,,,,,,,,,,,,,,
35,36,"35,""My life might have been passed in ease and luxury, but I preferred glory to every enticement that wealth placed in my path.""",3.3,3,9,4,128,23,life might have been passed in ease and luxury but i preferred glory to every enticement that wealth placed in my path,2.1971338444315203,2.015267175572519,1.5627386566694395,1.7127956319665505,1.8957867696821762,1.5,1.3243349674675888,1.5026586497083045,2.5760433879627924,2.25,1.5443394827960575,2.3145625587699574,2.0445296016199013,2.0,1.425807740382401,1.6997667444185272,,,,,,,,,,,,,,,,,
36,37,"36,""Oh, that some encouraging voice would answer in the affirmative!""",1.5,2,2,1,69,10,that some encouraging voice would answer in the affirmative,0.9893409499277518,0.916030534351145,1.6323207809412723,1.7896388834597372,1.3094720148671646,1.0,1.9701040663385283,2.3027755930594798,0.5639391893071914,0.5,0.786996854855884,1.182330657726645,0.4435721928757031,0.5,0.790396115210766,0.9768140057210368,,,,,,,,,,,,,,,,,
37,38,"37,""My courage and my resolution is firm; but my hopes fluctuate, and my spirits are often depressed.""",0.6,0,4,1,102,17,courage and my resolution is firm but my hopes fluctuate and my spirits are often depressed,0.38544450267586755,0.366412213740458,0.3932480670155313,0.4212647906744731,0.13684250523714162,0.0,0.11154909885631208,0.0,1.1388261032087919,1.0,0.9269421002824632,1.3915496630033763,0.4435721928757031,0.5,0.43709024502768723,0.5748329334078528,,,,,,,,,,,,,,,,,
38,39,"38,""I am about to proceed on a long and difficult voyage, the emergencies of which will demand all my fortitude: I am required not only to raise the spirits of others, but sometimes to sustain my own, when theirs are failing.""",-1.0,-1,-4,0,226,41,am about to proceed on a long and difficult voyage the emergencies of which will demand all my fortitude i am required not only to raise the spirits of others but sometimes to sustain my own when theirs are failing,-0.6881491813274825,-0.6106870229007634,-0.2519104391335994,-0.29121816180495763,-0.44947224957786985,-0.5,-0.11527527598515323,-0.28103857213515476,-1.1607215523976095,-1.0,-0.3899302552632277,-0.5771826327161043,-0.09008027670569631,0.0,-0.06813714933411515,0.0,,,,,,,,,,,,,,,,,
39,40,"39,This is the most favourable period for travelling in Russia.",0.0,0,2,0,63,10,is the most favourable period for travelling in russia,-0.017153128825388705,0.0,0.01178972882095447,0.0,0.13684250523714162,0.0,0.11154909885631208,0.0,0.5639391893071914,0.5,0.786996854855884,1.182330657726645,-0.09008027670569631,0.0,-0.06813714933411515,0.0,,,,,,,,,,,,,,,,,
40,41,"40,""They fly quickly over the snow in their sledges; the motion is pleasant, and, in my opinion, far more agreeable than that of an English stagecoach.""",1.75,2,5,2,152,26,fly quickly over the snow in their sledges the motion is pleasant and in my opinion far more agreeable than that of an english stagecoach,1.1570899630532754,1.0687022900763359,0.7393984102388109,0.8035370790979353,1.3094720148671646,1.0,0.8268176580449696,0.8862277465023218,1.426269560159592,1.25,0.7570471984454882,1.1375557366247324,0.9772246624571025,1.0,0.5926793041910106,0.7518576084019667,,,,,,,,,,,,,,,,,
41,42,"41,""The cold is not excessive, if you are wrapped in fursa dress which I have already adopted, for there is a great difference between walking the deck and remaining seated motionless for hours, when no exercise prevents the blood from actually freezing in your veins.""",-1.7,-3,1,-2,269,45,cold is not excessive if you are wrapped in fursa dress which i have already adopted for there is a great difference between walking the deck and remaining seated motionless for hours when no exercise prevents the blood from actually freezing in your veins,-1.157846418078948,-1.0381679389312977,-0.3966613844713724,-0.45107435206745683,-1.6221017592078926,-1.5,-0.5084509641684708,-0.7681887476069338,0.27649573235639124,0.25,0.08408441729960739,0.13147222710335169,-1.157385215868495,-1.0,-0.4500042001270172,-0.4344771471791859,,,,,,,,,,,,,,,,,
42,43,"42,I have no ambition to lose my life on the post-road between St. Petersburgh and Archangel.",0.35,-1,-1,0,93,16,have no ambition to lose my life on the post road between st petersburgh and archangel,0.2176954895503441,0.21374045801526717,0.24820574135909865,0.26108681358322666,-0.44947224957786985,-0.5,-0.46946699185252555,-0.7198870607909241,-0.29839118154520905,-0.25,-0.2510908052278053,-0.36961679837113415,-0.09008027670569631,0.0,-0.06813714933411515,0.0,,,,,,,,,,,,,,,,,
43,44,"43,""I shall depart for the latter town in a fortnight or three weeks; and my intention is to hire a ship there, which can easily be done by paying the insurance for the owner, and to engage as many sailors as I think necessary among those who are accustomed to the whale-fishing.""",1.2,0,1,1,280,52,shall depart for the latter town in a fortnight or three weeks and my intention is to hire a ship there which can easily be done by paying the insurance for the owner and to engage as many sailors as i think necessary among those who are accustomed to the whale fishing,0.7880421341771239,0.732824427480916,0.261303527424675,0.27555139739945345,0.13684250523714162,0.0,0.11154909885631208,0.0,0.27649573235639124,0.25,0.07224849184422885,0.11377744552820339,0.4435721928757031,0.5,0.09709872796052549,0.18800054215088594,,,,,,,,,,,,,,,,,
44,45,"44,I do not intend to sail until the month of June; and when shall I return?",0.0,0,0,0,76,16,do not intend to sail until the month of june and when shall i return,-0.017153128825388705,0.0,0.01178972882095447,0.0,0.13684250523714162,0.0,0.11154909885631208,0.0,-0.010947724594408903,0.0,-0.0038565088338550456,0.0,-0.09008027670569631,0.0,-0.06813714933411515,0.0,,,,,,,,,,,,,,,,,
45,46,"45,""Ah, dear sister, how can I answer this question?""",0.5,0,2,2,53,9,dear sister how can i answer this question,0.3183448974256582,0.3053435114503817,0.6119198002868953,0.6627556501454669,0.13684250523714162,0.0,0.11154909885631208,0.0,0.5639391893071914,0.5,0.8747719229679527,1.3135549260647854,0.9772246624571025,1.0,1.8395028014082289,2.170456869537753,,,,,,,,,,,,,,,,,
46,47,"46,""If I succeed, many, many months, perhaps years, will pass before you and I may meet.""",0.5,1,3,1,89,16,i succeed many many months perhaps years will pass before you and i may meet,0.3183448974256582,0.3053435114503817,0.3495268895897319,0.3729811622617524,0.7231572600521531,0.5,0.6925651895651498,0.7198870607909241,0.8513826462579915,0.75,0.7378463803479957,1.1088503951134026,0.4435721928757031,0.5,0.46864723405715647,0.6107375513596238,,,,,,,,,,,,,,,,,
47,48,"47,""If I fail, you will see me again soon, or never.""",-0.75,-1,-2,0,53,11,i fail you will see me again soon or never,-0.520400168201959,-0.4580152671755725,-0.7248821981420056,-0.8135461046063565,-0.44947224957786985,-0.5,-0.7333253436730696,-1.0468112482527425,-0.5858346384960093,-0.5,-0.7228794126062699,-1.0749436770066954,-0.09008027670569631,0.0,-0.06813714933411515,0.0,,,,,,,,,,,,,,,,,
48,49,"48,""Farewell, my dear, excellent Margaret.""",1.5,1,5,2,43,5,my dear excellent margaret,0.9893409499277518,0.916030534351145,3.2496172401431864,3.5757056334195547,0.7231572600521531,0.5,1.9682492210615998,2.3004774138248894,1.426269560159592,1.25,3.946463935544532,5.905753435051755,0.9772246624571025,1.0,3.362568630344232,3.9033565657754803,,,,,,,,,,,,,,,,,
49,50,"49,""Heaven shower down blessings on you, and save me, that I may again and again testify my gratitude for all your love and kindness.""",3.8,4,12,5,134,24,shower down blessings on you and save me that i may again and again testify my gratitude for all your love and kindness,2.5326318706825672,2.3206106870229006,1.723347695239187,1.8901647604898368,2.4821015244971876,2.0,1.661247993025157,1.9200985994606738,3.438373758815193,3.0,1.9744297478594277,2.9575501583949313,2.578182071201301,2.5,1.721516740314835,2.0362157845205284,,,,,,,,,,,,,,,,,
50,51,"50,""Your affectionate brother,""",0.9,1,3,1,31,3,affectionate brother,0.5867433184264956,0.549618320610687,3.2453144793307978,3.570953865135941,0.7231572600521531,0.5,3.201937009902323,3.8290338349709954,0.8513826462579915,0.75,3.9412143402696107,5.897905257729428,0.4435721928757031,0.5,2.786985102524443,3.2484744841420525,,,,,,,,,,,,,,,,,
51,52,"51,R. Walton",0.0,0,0,0,12,2,walton,-0.017153128825388705,0.0,0.01178972882095447,0.0,0.13684250523714162,0.0,0.11154909885631208,0.0,-0.010947724594408903,0.0,-0.0038565088338550456,0.0,-0.09008027670569631,0.0,-0.06813714933411515,0.0,,,,,,,,,,,,,,,,,
52,53,"52,Letter",0.0,0,0,0,9,1,,-0.017153128825388705,0.0,0.01178972882095447,0.0,0.13684250523714162,0.0,0.11154909885631208,0.0,-0.010947724594408903,0.0,-0.0038565088338550456,0.0,-0.09008027670569631,0.0,-0.06813714933411515,0.0,,,,,,,,,,,,,,,,,
53,54,"53,""_To Mrs. Saville, England._""",0.0,0,0,0,32,4,mrs saville england,-0.017153128825388705,0.0,0.01178972882095447,0.0,0.13684250523714162,0.0,0.11154909885631208,0.0,-0.010947724594408903,0.0,-0.0038565088338550456,0.0,-0.09008027670569631,0.0,-0.06813714933411515,0.0,,,,,,,,,,,,,,,,,
